V,H,S,M
0.4847869165226947,0.1417037907856431,0,1
0.12287721406968567,0.057487948004472815,0,0
0.19710228429397403,0.44022451336935287,0,0
0.12828626711806082,0.13336293474623045,0,0
0.6727693701374023,0.7235459147086082,0,1
0.382920382968694,0.873093797463703,0,1
0.5577136220482325,0.4406188754378829,1,1
0.9168098265334838,0.28284047793989686,1,1
0.32436300623398745,0.4409629871059488,0,1
0.4693446307320668,0.7011030360650009,1,1
0.7799960246887438,0.058148745422333885,1,0
0.3059183489424602,0.5805085905362275,0,0
0.1692819188459137,0.6019625163986412,0,0
0.3607763076223912,0.6239194222063419,0,0
0.24509915852860398,0.26781987198278945,1,0
0.9367278871083158,0.6926474510403141,0,0
0.8273083416079753,0.13225233769859876,1,0
0.6700633808593811,0.22934330282012072,0,0
0.884314531168946,0.8397230419890337,1,1
0.823304869209203,0.7148508356539097,1,1
0.2679130529974323,0.062370998610210726,0,1
0.90330309864098,0.27353863433282016,0,1
0.5854080177240857,0.24296583469384808,1,1
0.8266961396476563,0.2937256952332753,1,1
0.9064821699311439,0.27280379325189774,0,1
0.38620312747467755,0.10627366616856115,0,0
0.19904673207490908,0.46304646493713825,1,0
0.30514164628774754,0.7094601273075486,0,1
0.48439700976363065,0.5960585522456928,1,0
0.8362132893302437,0.6555845017382718,0,0
0.8746575249307091,0.12303426068261523,0,0
0.10625691747807164,0.9063416391591085,0,0
0.5596725723198092,0.8046426504587223,1,0
0.4756699028339011,0.7745812866460964,0,1
0.29989702942365726,0.7906854245375907,1,0
0.20787883060031453,0.8894394573194851,0,1
0.40385365426326514,0.5398285695023279,1,1
0.9486187335212672,0.23025381608086332,1,1
0.3908826388186797,0.6051052470672871,0,0
0.5669115595690295,0.7185933443011451,1,1
0.7327170630056601,0.7141256540186228,1,1
0.42726664214136456,0.519304121750192,1,1
0.9746038744488646,0.11161284740022025,1,1
0.9662025654479001,0.384001644587115,0,0
0.3266040662428278,0.8786899476170216,0,1
0.547523655303147,0.5760040187816834,0,1
0.37079047883509275,0.534498748930142,1,1
0.35635644493972085,0.29196816294397415,1,1
0.13319825261907953,0.381604027924921,0,0
0.6486079005819072,0.8558114802378523,0,1
0.5524111209059753,0.6498167427741521,1,1
0.14633087612499043,0.7586483240770996,0,1
0.35078181781295026,0.45891088076088954,0,1
0.9174392973699883,0.6172224975105421,1,1
0.3156057016002752,0.27354524786888673,0,1
0.2304053848821008,0.6849147472551377,1,0
0.5405074842498068,0.43484120033300355,0,1
0.9870854086995406,0.44829096333327095,1,0
0.3178497443603504,0.6343900921191935,1,0
0.7049219926652907,0.8926525593220339,1,1
0.7854576537958459,0.10760571194775884,1,0
0.3138737895931597,0.7922689136123068,1,1
0.7553947137506736,0.3131447993709738,0,0
0.43100481944732794,0.44952750905573996,0,1
0.6690752475342215,0.06972199589750806,0,0
0.6701767396848052,0.3209414700508817,1,0
0.5821972156672827,0.5023681183671174,0,1
0.18126079304896747,0.1005584696126951,1,0
0.8517722460303142,0.49198615644484855,1,0
0.3887020584745623,0.8843995659725845,0,0
0.2678666593598688,0.1448538962970247,1,0
0.13669762739928754,0.7379966552679539,0,0
0.6318036488694176,0.41870394803839334,1,1
0.7098079256580542,0.6396563430719042,1,0
0.11492904603507054,0.2842129381867064,0,0
0.5608837524693528,0.19354303628722247,1,1
0.30384619767814414,0.1944163528441038,0,1
0.6806555113685049,0.11344275107883019,1,1
0.2569297861044923,0.21708203441111873,0,0
0.7218439642922193,0.6477974464900714,1,0
0.44806181167048365,0.8435215506591572,0,0
0.9430569898630611,0.7827131170320456,0,0
0.22376884973139394,0.6666208788870357,1,1
0.4069597159452327,0.1493886770699924,0,1
0.20212616911653017,0.31026870166635484,1,0
0.9322242564507065,0.32882618779022205,1,0
0.889605418042883,0.27496125175785907,0,0
0.33214746494364006,0.5135050937387508,0,0
0.6939856414307611,0.5319984333917053,0,1
0.8354999801810943,0.3711973776539991,0,1
0.5996807304395161,0.3684102428627924,0,0
0.5766855205204059,0.7957000381154732,1,1
0.3176670618104065,0.760363563487717,0,0
0.1837924910253093,0.327016248512671,1,0
0.907494182157994,0.8724095994859333,0,1
0.9103762514469974,0.9075335153022553,0,0
0.6697913115459412,0.3440682878270367,0,1
0.4051268119438306,0.36898245391374934,1,0
0.41428861715139487,0.5050707380797629,0,1
0.7533601109832154,0.8970087312803061,1,0
0.9073992339573194,0.8386874898280804,1,1
0.8983777818386056,0.14231116632523083,1,0
0.8018879912718615,0.40345766894427454,0,0
0.677828481538859,0.5480340707747946,1,1
0.17572596849554395,0.502819225296386,0,0
0.2454658426851524,0.22447676114320342,1,1
0.9086987696743714,0.8229350940513392,0,1
0.6457861536936309,0.6592467046971536,1,0
0.10827734645496669,0.8041175373666232,0,0
0.1913243885794289,0.8228878514145249,0,0
0.6971515921972502,0.7235202682991657,0,0
0.10455542546159682,0.44528954112474556,1,1
0.2447272462757488,0.5994920795138821,1,0
0.5938604104299275,0.19432886550776884,0,0
0.7227056779234239,0.6562808757274169,1,0
0.6867651335523405,0.21132793016535267,1,1
0.3018423785145038,0.6745546314591411,1,0
0.7409612992127823,0.2566383446785718,1,1
0.3135241787471201,0.15579617013519798,1,0
0.39285972834334093,0.1987560411286617,1,1
0.7718422646062217,0.05179292169716324,1,0
0.6846696091424932,0.6968656560681772,0,0
0.8643010694447602,0.7091609441525412,0,1
0.691851603070309,0.5134400149219335,1,0
0.6114777430019245,0.19522652094984533,0,0
0.18430729104528323,0.12519890375962078,0,0
0.4309442227534902,0.0672160697935583,0,1
0.3386821309135529,0.1991733592686986,1,0
0.3195906790411752,0.8517699814848321,1,1
0.975709499277201,0.2673831575315136,1,1
0.4537879522000844,0.36884419449549405,1,1
0.902841899659402,0.14481093603319986,1,0
0.6680247633975366,0.25012517427335323,0,1
0.8153301731874836,0.5173021137021846,1,1
0.5523733837946729,0.5969774147860873,0,0
0.6192134961637232,0.27081708274958993,1,1
0.5432659244369775,0.10195894330260549,0,1
0.27571868901824004,0.40192958221465874,1,0
0.7502069037353548,0.2607830338337007,1,0
0.35269512619677024,0.2475985309068217,1,1
0.12188436978830847,0.9138765224421097,1,0
0.680925066316451,0.6046704373331516,1,0
0.25939961146634405,0.5511905988548863,1,0
0.9464127259176228,0.4241975931709897,0,1
0.9585357193023286,0.4360499000871298,1,1
0.9233779511984037,0.5368145034542727,0,0
0.43314283022989997,0.6767868263324965,1,1
0.11391095487598069,0.6819314865636464,0,0
0.9354867063289528,0.2045245169349046,0,0
0.4853657334855829,0.5001014768689642,0,0
0.9699893371393026,0.4207622855306917,0,0
0.9672579793803275,0.8334742696424458,0,0
0.8677085099206241,0.6182770290965387,0,1
0.36500400286262713,0.5292536597743835,1,1
0.4465879557417327,0.15385517796102563,0,1
0.8660230043651712,0.5950741003910703,1,1
0.38522980464064993,0.1554835151122101,1,0
0.2525434720174833,0.35348591800917684,0,0
0.6011211362125152,0.17855776833289866,0,1
0.9425392967447028,0.672866282321932,1,1
0.7264268170074757,0.2356269024525373,0,0
0.6130550530804285,0.40267343586922333,0,0
0.1874588443936917,0.8561072998569008,0,0
0.6535065040292528,0.23388474505907325,0,1
0.9910484650938369,0.5070245575629012,0,0
0.22607561371287163,0.42734449504941974,0,0
0.5664966871273631,0.06631163694115676,0,1
0.8896357647351599,0.7634823022155315,1,1
0.766691755978784,0.11214131568313976,0,1
0.7273141668957411,0.4768295188792582,1,0
0.7322356755883983,0.554610465445055,1,0
0.42354203609777963,0.6155838109531283,1,1
0.3642326598380441,0.669768466377088,1,0
0.8284250399306623,0.27794514517044355,0,0
0.8291020552112627,0.05898089899260444,1,0
0.8803650867220933,0.7010992961194208,1,1
0.9219164973008241,0.5320909394128207,1,1
0.560208158974844,0.8025059328865238,1,0
0.5513646652184797,0.7892495266106249,1,0
0.8184656610700977,0.8089935510090949,0,0
0.6849675376999886,0.48658519398158606,0,0
0.731770189531933,0.35026555625317907,1,1
0.816213402492491,0.762402382332233,0,1
0.9010048076358097,0.4561647017263294,0,0
0.4041956411663823,0.21509797676309106,1,0
0.43802465737594964,0.8194766176053269,1,1
0.1845837458567821,0.8443038890951124,1,0
0.6204521268965566,0.46967878052615303,0,1
0.13234804641706788,0.11812975457880871,1,0
0.5190382163192142,0.39904348092523806,0,1
0.588380171236819,0.773183893516343,0,0
0.357887126915456,0.8615966256916058,0,0
0.6317499345121097,0.23312546824783625,1,1
0.1274502249451445,0.11027625082274436,0,1
0.13361336987429298,0.8396154078195548,1,0
0.8403405045936925,0.4004644450809877,1,0
0.42417157727013666,0.537584867840807,1,1
0.2143544613866963,0.921259230845683,1,1
0.5700189340493239,0.10990825512280056,1,0
0.7929941977887498,0.6334862067068859,0,0
0.29423892474715885,0.11669488031738036,0,1
0.6606014282371002,0.3879220356198503,0,1
0.1768127184943912,0.773433090674102,0,1
0.14651354905174693,0.44012500948007094,0,1
0.5782191684113333,0.9474641185126553,1,1
0.5865716094490959,0.553153356451942,1,0
0.6736869113483859,0.3390459373723581,0,0
0.7534822003503954,0.2481001933142778,0,1
0.9782668715162811,0.3654684808575456,0,0
0.5646703134710758,0.3852799463835957,1,0
0.39066082564712135,0.11184230995156488,1,1
0.8156675752918333,0.3826167794840958,1,0
0.3437490261358668,0.4678146677653024,0,0
0.4950742786350725,0.7004639770149241,0,0
0.17061074320803937,0.6410565362494471,0,1
0.12281566907391177,0.6878890897062389,0,1
0.9663835732101326,0.05752731368917139,1,0
0.8523821084609853,0.24590065962248242,0,0
0.7263767854843282,0.6455158595598708,0,0
0.46805764997284294,0.4855904313617724,0,0
0.2559648880637612,0.054782128101511354,1,0
0.24079333840397746,0.77404517818864,1,0
0.3252186083481358,0.7455286159613036,0,1
0.5943039982355084,0.5435772466942064,1,0
0.7431363304300561,0.10981699319864491,1,0
0.6941776390459581,0.7398635445793261,1,1
0.3519405072513486,0.5753422289582275,1,0
0.9593787525968747,0.7537639794421632,1,0
0.7641072250261917,0.7265722931562564,0,0
0.5989186472602607,0.7727018647620534,0,0
0.650548671610917,0.5162072597641623,0,1
0.47764005618501093,0.1762920663741635,1,0
0.32295789055104174,0.6540417260417198,1,1
0.4203754107861355,0.6084264065467735,1,0
0.7820614994179322,0.7180278684791784,1,0
0.11295413976678029,0.20289290544566174,0,1
0.20446537645622462,0.2254776799102603,0,0
0.14140237781957748,0.8513685654973956,0,1
0.13665592208707314,0.7249800186068637,0,1
0.8699145256099065,0.8674056398302906,0,1
0.7332920734420213,0.7328437890475286,0,0
0.5267564461785927,0.5874397753912717,1,0
0.18805074458590132,0.6387194633250863,1,0
0.5424542876051491,0.8502151315460089,0,0
0.5261245937025091,0.5709260790607464,1,1
0.2558816829190137,0.6191521918955486,0,0
0.4904664843141757,0.1908290444032405,0,0
0.45865426095763606,0.4765290981044924,1,1
0.6542650882469948,0.6947574007622891,0,1
0.6715842857808794,0.29384842848472886,0,0
0.14077360879484008,0.23202876247208143,0,1
0.43715135316382414,0.33244412740197393,1,1
0.6632739241428127,0.2673505651935501,1,1
0.552822632722079,0.24342137333275626,1,1
0.87084085706949,0.4323657585812782,1,1
0.6928242684570505,0.8670546624951806,0,0
0.24664098437328674,0.5063536820648464,1,0
0.16351187266038686,0.21912834273379073,1,0
0.678177350385684,0.11927450244278666,1,0
0.12386017948745964,0.6765405306241327,0,0
0.627198023146117,0.394518887992749,1,0
0.9462072172824618,0.7896478519268233,1,0
0.6179267600882911,0.6435596917766931,0,1
0.4493529335858697,0.7666173054872316,0,0
0.6789593965981179,0.2947514354766039,0,0
0.512427601442365,0.6731230302149523,0,0
0.5910551103843414,0.2876557862243469,1,1
0.9473183278988726,0.8951616315052624,0,0
0.44749237402069686,0.6227368533800369,1,0
0.9650715074415228,0.34206062015780786,1,1
0.9148155777604574,0.29256067606304537,1,0
0.2762120213103668,0.22183392656447914,1,0
0.16242517078764893,0.675176863004355,1,1
0.190700201239684,0.24684405169813456,0,0
0.11639964308639476,0.5857729393347402,1,1
0.18499866468033555,0.2881715242328216,1,0
0.7147060960747211,0.6457720503144817,1,0
0.1640697836142061,0.7834457556864852,0,0
0.3870780672643852,0.7502227188301878,1,1
0.8603877798725091,0.7347661978377035,1,1
0.12094474216224328,0.21895016512302684,0,1
0.8330216343300422,0.12954645228606682,1,0
0.35366929729606,0.6790539456386471,1,0
0.20634834485949063,0.38151249241491614,0,1
0.7270634488277355,0.4391116037630125,1,1
0.6660485621018956,0.07803418351405196,1,0
0.8897248121743476,0.2836188043475443,1,0
0.7615639394234972,0.08030876348701763,1,0
0.8231328373463637,0.8412671953411228,1,0
0.3538311153141759,0.2690570148966774,0,1
0.2596955894017505,0.5516034526157072,0,0
0.7755532764767725,0.08508138859501738,0,0
0.8261512653405376,0.6501626521750923,1,0
0.991454627800606,0.3407246111786844,1,0
0.4713559092202838,0.8581272682618992,1,0
0.4348162772135049,0.8493063700406323,0,0
0.7987716646677971,0.34276155652557294,1,0
0.4067231862277161,0.860864806121421,1,1
0.9376815930432082,0.9465419061489009,1,1
0.8725714766587106,0.7928740977115533,0,1
0.4860946246375165,0.8103842129797061,0,0
0.7757839610123476,0.2741078624981809,1,1
0.7790885866762141,0.5690321589719807,1,0
0.19281148195233935,0.11053032257063106,1,0
0.91229761601161,0.13542614313950274,0,0
0.5547271352030715,0.9490033508299615,0,0
0.8438117194969674,0.3439753244833198,0,1
0.38804464092755064,0.7233655208439618,1,0
0.9059709056465804,0.7759985477241348,0,0
0.45028151086074686,0.8222209439065062,1,1
0.10975388633226853,0.9478654676619408,1,1
0.9148437787773372,0.26734683673118104,0,1
0.18215800910752022,0.08631574417372972,1,0
0.38738227383137336,0.42007236619512733,0,1
0.9550557703457244,0.16707260284605224,1,0
0.9555464322438005,0.07018330024584961,1,0
0.6160940993109575,0.3743841444273375,0,1
0.6686534909528193,0.7553644259677128,1,1
0.5036009697804879,0.5595626221025638,1,1
0.36388969452825815,0.3315001902893186,1,0
0.3957980908329244,0.6389078049434477,1,0
0.7052666104693346,0.25881636227792965,1,0
0.7771370764939121,0.06294330146487652,1,0
0.8124211393532637,0.7379180477927846,1,0
0.8106563285150985,0.6113687763776082,1,0
0.18208549274382135,0.7360723620508639,0,1
0.5449782742323234,0.08504421501889906,0,0
0.15180288401497988,0.803407665047587,1,1
0.594575994091362,0.607573580032673,1,1
0.4973774512360394,0.5570558156413761,0,1
0.8989337644824698,0.6121526433030784,1,1
0.4158235112968708,0.8279899221815277,0,1
0.2053603147848453,0.5782428559030164,0,0
0.2286925138475523,0.5728553418993614,0,0
0.785359568545725,0.9416112413591892,1,0
0.656396256984635,0.7310571503617111,1,0
0.1910104085105112,0.4480644249060217,1,1
0.1756961255034977,0.6866573000296349,0,1
0.730872218313208,0.4003074245226096,0,1
0.16548670572777419,0.25598791623514905,0,0
0.8396740533613206,0.5871666891989835,1,0
0.7356180044408466,0.8853638883025563,0,0
0.1732139025777098,0.8862255680139164,0,0
0.17635394267667273,0.35771475029494126,1,1
0.9879756206510579,0.5249097195995255,0,1
0.4368437161805083,0.24047230871287506,0,0
0.4335779323602018,0.946067998548995,1,0
0.8315196105317523,0.9330061170811421,1,1
0.9525237196454728,0.6345580367367026,0,1
0.9874009574405838,0.773972653709726,1,1
0.7780403667330474,0.69359014515533,0,1
0.43863362697782415,0.5838423971355213,1,0
0.1751506450288019,0.09801319729000793,0,1
0.7994322243346931,0.4592879082973949,1,1
0.6025638247622246,0.6573076719506694,0,1
0.48179980832227864,0.6597784524953162,1,1
0.9157189465852624,0.3858103565801452,1,0
0.2000777340755362,0.8975227879922275,1,0
0.5433625938617732,0.20062132901310287,1,0
0.11021828029067716,0.5003235015940045,1,0
0.5217945777947136,0.6717955788957405,1,0
0.15067294811365362,0.6774222253026283,1,0
0.20693612464126473,0.6337750610919339,0,1
0.2057736220993944,0.2977593921066741,0,1
0.6842892719044572,0.19058591181795975,1,1
0.771440391338881,0.6223462941440397,1,1
0.6250318885874436,0.5893719045254939,0,0
0.9659552936270878,0.21142040926031685,0,1
0.43738352157133364,0.684625231013507,1,0
0.35714087765367464,0.45965479256029074,0,1
0.8817392153705143,0.6509845324428376,0,1
0.30123625466750736,0.8036303717931356,1,1
0.9669002854965502,0.20275558571923086,1,0
0.11093902722083471,0.06723038119715301,1,1
0.9728909440368751,0.751192327756208,0,0
0.13884392075551852,0.5987276826373543,1,0
0.902028802328264,0.6796756126599095,1,1
0.5749309981776699,0.8043394774897783,0,0
0.9936683165073703,0.7725298413420504,1,0
0.16641690826185898,0.9148281322359422,0,1
0.5984688559611887,0.5323415709669064,0,1
0.9723722820571891,0.48964606939391475,0,1
0.570788059753134,0.41169847990165703,0,1
0.6664587743217363,0.18832193855978407,0,1
0.7261738200861555,0.5653465095938202,0,1
0.5090869582909959,0.29931127189338086,1,0
0.6648022720756571,0.8791767609916779,1,1
0.6258828807307902,0.5748717238493878,1,1
0.9110422094418901,0.5835561624572991,0,0
0.1409017423073121,0.369432194789309,1,1
0.35286687063300726,0.09679041677993674,0,0
0.9553703356689028,0.07856938883568976,1,1
0.9012374055018246,0.4310016297378777,0,1
0.5100910775071417,0.12610884028751407,1,0
0.658119338021383,0.5961622599861252,0,1
0.3496430646830194,0.8428757050756917,1,0
0.2693090437513852,0.8446233348668499,0,1
0.517328564445984,0.6431408691190091,1,1
0.41801700522344754,0.24010864832563789,0,0
0.6252905006657848,0.8266971482229848,1,1
0.16996117326848637,0.8474840917818873,1,1
0.9769553268995498,0.2269882264576628,1,0
0.9875896700316426,0.7136834771936095,0,1
0.7283455426177706,0.3078675940344106,0,0
0.5824867297097084,0.7723762811176367,0,1
0.378574854657695,0.9475141099132424,0,0
0.8324155177362538,0.07702340479645353,0,1
0.7162580552984913,0.8576292792118387,1,0
0.24635524541040218,0.6103674802387923,0,0
0.9198344660444582,0.926044357248339,1,1
0.840283518630852,0.4685085657737848,1,1
0.9548199219627316,0.8126491375142363,0,0
0.753147557549524,0.10615466173844951,1,1
0.6520736763422109,0.3517511450704661,0,0
0.476418732661557,0.11031488397608896,0,1
0.939455635018612,0.9278088201311634,0,1
0.8794575005503675,0.785276516544653,1,0
0.14069680309557048,0.8172926791213734,0,0
0.12373027704752682,0.8941687082905048,0,1
0.43881703019024465,0.12659313750780682,0,1
0.8294979977036496,0.397037833262,1,1
0.98854851638345,0.11393140013960192,0,1
0.23537520199317538,0.23971379139502574,1,1
0.6347176438169216,0.2564291993339051,1,0
0.4428017709679194,0.47219648994282076,0,1
0.9729229580331429,0.2917059507082783,1,1
0.8579070308221378,0.14088029613598496,1,0
0.8544958342400241,0.2007419801846969,0,0
0.5218238438154733,0.1825480071968818,0,0
0.4733375521038987,0.9257691181210684,0,1
0.34606636473763563,0.7333632562266262,1,0
0.15073794698583443,0.9209853187426057,0,0
0.8782501386295479,0.4457664378571176,1,0
0.8316109082170698,0.3005316334963909,1,0
0.9997459059575176,0.7684638774882679,1,1
0.9969731533665148,0.34362852623703205,1,1
0.5998885350423647,0.3194450363348134,1,1
0.7920886736624595,0.25925539298704803,0,0
0.9502891568941852,0.16671108040181182,0,0
0.8646826516096703,0.28081675491508934,1,0
0.3226132915688779,0.3697877736264989,1,0
0.5054897217790841,0.6565947873311574,0,0
0.2162434736363455,0.10630835799750642,0,0
0.9586459245328501,0.23945624569880863,1,1
0.645557171005792,0.7781212762625087,1,1
0.30577852495311647,0.18222973122539365,0,0
0.704530615965271,0.35838063187026936,0,1
0.6563154164121062,0.828193029672326,1,0
0.4223464462295564,0.18943278002909836,0,0
0.20220183297966612,0.1244631520563709,0,1
0.7044158760335196,0.4860841955720097,1,0
0.568276930813414,0.3221775601506827,1,1
0.7950865525620754,0.5570675280354687,1,0
0.568147151000794,0.7734244014351276,0,0
0.8669633502866861,0.17343363933746886,1,1
0.596716154897037,0.5726291760988564,0,0
0.6048441743818477,0.5049578843508775,1,0
0.8889882423925105,0.17967090741187958,1,0
0.46313457959115734,0.6115986369760842,0,1
0.22061370560557667,0.2962763760746945,0,0
0.1259044086820051,0.48905088668961116,1,0
0.7796235301062571,0.1240450918493557,1,0
0.6582785962181182,0.4636256514922607,0,1
0.7336717912893012,0.32581712123853823,1,1
0.29166774535801965,0.7901430900668189,0,1
0.2227343280280928,0.10128085429763145,0,1
0.11309019910109375,0.4267465474264969,1,1
0.4155288029259373,0.46258828171829414,0,0
0.6309259181691698,0.7025054686692068,0,1
0.4530196405897591,0.5668588175811899,0,1
0.4937274298213562,0.6504911034747629,1,0
0.9137428250443735,0.7493443570865805,0,1
0.41342992032097037,0.8259826762923699,1,0
0.5625905402438297,0.3324879470502234,1,1
0.8052877114670287,0.5342204348275126,1,0
0.45688850408914317,0.8060972705952799,0,0
0.6598780302050862,0.9405060178685507,0,1
0.8761273378720706,0.8505673799393868,1,1
0.954568561291878,0.3843205363619391,1,0
0.23236613283613416,0.22564986549678534,0,0
0.9339288626453449,0.4904532836659298,1,0
0.5429046637715844,0.717477306652438,1,0
0.3324199494690625,0.49331216367796776,0,0
0.5132221806144351,0.48486277698230157,1,0
0.9820293177569294,0.8044073789736205,0,0
0.5433562845935827,0.3752634011604677,0,1
0.3958764492587574,0.8238152073304811,1,0
0.6700607688850532,0.41612432085655116,0,1
0.3161310569003738,0.3454097951105054,0,1
0.16827699529779755,0.45859092007972907,0,0
0.2159917497195843,0.7362022628073815,1,0
0.2152412550619952,0.16340182507759485,1,1
0.23671242416106492,0.22677729428481563,1,0
0.2249444553844691,0.9063003430967828,0,0
0.6767872703228931,0.20794246464322164,0,1
0.2636920759592304,0.5609545861379491,1,1
0.4111005549914769,0.571383019995744,1,1
0.9071095689154106,0.49066201584522023,0,0
0.5265654762365851,0.6302707237191367,1,0
0.7008019646689244,0.2568440532178566,1,1
0.2550878840814669,0.5473960409990734,1,0
0.27306011692780374,0.3849559297222074,1,1
0.136781754639831,0.6455005336662701,1,0
0.2520415567649481,0.1771011890358345,0,1
0.3507313051287628,0.5637896751555286,1,0
0.2593094358490722,0.21674331984499134,1,1
0.17983228038135007,0.3007787568035327,0,0
0.20857228399054073,0.2468388202912249,0,0
0.5147008912294532,0.2145540018819354,0,1
0.28570034656521326,0.7931398564046003,0,0
0.4278428749432679,0.30713681089480127,1,0
0.5530755437693712,0.8844114036780043,1,1
0.7213553457664288,0.9229338728106717,1,0
0.13538092585698905,0.5641344229433876,1,0
0.8194693590181383,0.17870101039915376,0,0
0.665110350541817,0.3870934190416231,0,1
0.17358312875398474,0.7679590370133926,1,1
0.8862207616960995,0.3806516558273634,1,1
0.9287851604786319,0.12831549647250987,1,1
0.1549701638693774,0.5511064198353691,1,1
0.34918988333248335,0.8106087663464313,0,0
0.8255811518137552,0.7663337484291521,1,0
0.7734337213452925,0.2076108261173179,0,1
0.26606891742073957,0.65548815297122,0,0
0.2884143910030393,0.24845383709208235,0,0
0.4334248925122438,0.246386781096955,0,0
0.5360706866719193,0.8366645959746666,1,0
0.6564292943772664,0.27470205746620713,1,1
0.43202227561279516,0.28692261186621004,1,1
0.5162812445198331,0.050588051685169604,1,0
0.7727238443203809,0.8336021307129658,0,0
0.13301488260153813,0.7633353318882212,0,1
0.3271932499096187,0.6145960415816102,0,0
0.7420146272960972,0.725239187544958,1,0
0.9056861539184794,0.18684371068204259,0,0
0.5605096979040995,0.46249123512881785,0,1
0.5789021367387841,0.36609744861390275,0,1
0.19645481020579847,0.13439887363131484,0,0
0.5026711301411092,0.4875174366934316,1,0
0.5793555398095208,0.8786656853083719,0,0
0.3182234532712567,0.08605320714562503,0,0
0.34231890785444286,0.3123148221444145,1,0
0.43955574679416043,0.2367868425851331,1,0
